关键词1,关键词2,链路强度值,链接强度分类
automatic braking,emergency braking,1.3181818181818181,弱链接
automatic packaging,baffle inclined plane,1.3181818181818181,弱链接
automatic packaging,driven shaft,1.3181818181818181,弱链接
automatic leveling,stepper motor adjustment,1.3181818181818181,弱链接
conveyor belt,driving motor,1.3181818181818181,弱链接
band steel processing,continuous operation,1.3181818181818181,弱链接
collision avoidance,wheel hub processing,1.3181818181818181,弱链接
3D chain making,automated production,1.3181818181818181,弱链接
automatic correction,spring-loaded mechanism,1.3181818181818181,弱链接
automatic leveling,equilateral triangle legs,1.3181818181818181,弱链接
automatic sandblasting,continuous operation,1.3181818181818181,弱链接
baffle inclined plane,conveyor belt,1.3181818181818181,弱链接
crank connection rod,planetary gear system,1.3181818181818181,弱链接
linear motion control,planetary gear transmission,1.3181818181818181,弱链接
microcomputer control,tilt angle sensor,1.3181818181818181,弱链接
boxing machine,reciprocating motion,1.3181818181818181,弱链接
automatic leveling,tilt angle sensor,1.3181818181818181,弱链接
microcomputer control,stepper motor adjustment,1.3181818181818181,弱链接
collision avoidance,fixed core clamping,1.3181818181818181,弱链接
equilateral triangle legs,microcomputer control,1.3181818181818181,弱链接
efficiency improvement,shot blasting angle,1.3181818181818181,弱链接
UAV stabilization,four-bar mechanism,1.3125,弱链接
automatic allocation,control plane,1.3125,弱链接
control plane,resource adjustment,1.3125,弱链接
automatic transmission,compact design,1.311787072243346,弱链接
collision-resistant UAV,hybrid power system,1.3076923076923077,弱链接
automated grafting,conveyor system,1.3076923076923077,弱链接
agricultural protection,hybrid power system,1.3076923076923077,弱链接
adjustable fin plates,hybrid power system,1.3076923076923077,弱链接
conveyor system,curvilinear rootstock holder,1.3076923076923077,弱链接
fingerprint fumigation,portable device,1.3,弱链接
portable device,precise heating,1.3,弱链接
automatic brake,controller integration,1.3,弱链接
automatic brake,data integrity,1.3,弱链接
automatic brake,minimal deceleration,1.3,弱链接
aircraft deceleration,automatic brake,1.3,弱链接
stainless steel panel,transmission chain,1.3,弱链接
Z-shaped chamber,transmission chain,1.3,弱链接
automatic cup cleaner,ultrasonic cleaning,1.3,弱链接
ultrasonic cleaning,water tank design,1.3,弱链接
clamping ring,ultrasonic cleaning,1.3,弱链接
test cup frame,ultrasonic cleaning,1.3,弱链接
calibration data,image stabilization,1.3,弱链接
automatic correction mechanism,image stabilization,1.3,弱链接
image stabilization,rolling shutter correction,1.3,弱链接
image stabilization,pixel velocity,1.3,弱链接
magnetic bars,transmission chain,1.3,弱链接
magnetic chip remover,transmission chain,1.3,弱链接
automatic turnover,minimal mechanical wear,1.3,弱链接
automatic turnover,universal windmill,1.3,弱链接
automatic turnover,blade shafts,1.3,弱链接
automatic turnover,perpendicular blades,1.3,弱链接
extrusion molding,flattening gap,1.3,弱链接
disc-type motor,extrusion molding,1.3,弱链接
extrusion molding,shaping plane,1.3,弱链接
brushless coil,extrusion molding,1.3,弱链接
emergency notification,real-time communication,1.3,弱链接
interactive user interface,real-time communication,1.3,弱链接
airspace safety,real-time communication,1.3,弱链接
UAV calibration,temperature converter,1.3,弱链接
UAV calibration,variable resistance control,1.3,弱链接
DSP core,FPGA processing,1.3,弱链接
FPGA processing,video compression,1.3,弱链接
FPGA processing,synchronous interface,1.3,弱链接
A/D conversion,FPGA processing,1.3,弱链接
real-time communication,unmanned aircraft integration,1.3,弱链接
UAV simulation,movement data conversion,1.3,弱链接
UAV simulation,accelerometer sensing,1.3,弱链接
UAV simulation,virtual flight operations,1.3,弱链接
UAV simulation,physics engine control,1.3,弱链接
UAV calibration,error range determination,1.3,弱链接
UAV calibration,operation state sensing,1.3,弱链接
foldable boom,pivot connection,1.3,弱链接
engineering machinery,pivot connection,1.3,弱链接
automatic locking device,pivot connection,1.3,弱链接
cord member integration,pivot connection,1.3,弱链接
foldable mechanism,movable carrier arm,1.3,弱链接
door width adjustment,foldable mechanism,1.3,弱链接
foldable mechanism,passenger comfort,1.3,弱链接
one-way coupling,planetary gearset,1.3,弱链接
heat engine,planetary gearset,1.3,弱链接
planetary gearset,variable-speed transmission,1.3,弱链接
aircraft navigation,orbit adjustment,1.3,弱链接
aircraft navigation,automatic holding pattern,1.3,弱链接
aircraft navigation,hold path computation,1.3,弱链接
aircraft navigation,time optimization,1.3,弱链接
automatic deployment,foldable mechanism,1.3,弱链接
soft ice-cream machine,vertical plane alignment,1.3,弱链接
refrigerated tank,soft ice-cream machine,1.3,弱链接
soft ice-cream machine,whipping cylinder,1.3,弱链接
soft ice-cream machine,spiral configuration,1.3,弱链接
data transfer radio,modular design,1.3,弱链接
beating mechanism,stroke adjustment,1.3,弱链接
anti-pulling strength,stroke adjustment,1.3,弱链接
stroke adjustment,tantalum wire processing,1.3,弱链接
autopilot navigation,modular design,1.3,弱链接
modular design,signal redistribution,1.3,弱链接
modular design,throttle servo control,1.3,弱链接
quadcopter design,solar cell integration,1.3,弱链接
enhanced monitoring,solar cell integration,1.3,弱链接
renewable energy UAV,solar cell integration,1.3,弱链接
stroke adjustment,unidirectional rotation,1.3,弱链接
dual camera system,solar cell integration,1.3,弱链接
FR4 feed substrate,double-epitope antenna,1.3,弱链接
circular radiation paster,double-epitope antenna,1.3,弱链接
double-epitope antenna,square coupling groove,1.3,弱链接
CCD camera mount,rotation mechanism,1.3,弱链接
rotation mechanism,sliding block adjustment,1.3,弱链接
hollow-square groove,integrated structure,1.3,弱链接
abnormality detection,signal correction,1.3,弱链接
abnormality detection,phase adjustment,1.3,弱链接
abnormality detection,amplitude control,1.3,弱链接
detachable assembly,integrated structure,1.3,弱链接
LSD linear detection,UAV image processing,1.3,弱链接
automatic return,yielding device,1.3,弱链接
automatic return,clutch disc,1.3,弱链接
automatic return,power chain wheel,1.3,弱链接
automatic return,friction plate,1.3,弱链接
air dielectric layer,double-epitope antenna,1.3,弱链接
integrated structure,movable hinges,1.3,弱链接
health-care function,integrated structure,1.3,弱链接
soft bag filling,synchronous stepping,1.3,弱链接
automated case packing,soft bag filling,1.3,弱链接
belt conveying mechanism,soft bag filling,1.3,弱链接
dual worm system,worm gear drive,1.3,弱链接
indexing precision,worm gear drive,1.3,弱链接
hydraulic actuation,worm gear drive,1.3,弱链接
laser alignment,magnetic separators,1.3,弱链接
automatic tiling,laser alignment,1.3,弱链接
laser alignment,vacuum fixation,1.3,弱链接
laser alignment,template platform,1.3,弱链接
automatic soldering,drive idler wheel,1.3,弱链接
automatic soldering,driven idler wheel,1.3,弱链接
hook mechanism,pressure relief,1.3,弱链接
automatic exhaust,hook mechanism,1.3,弱链接
floating ball,hook mechanism,1.3,弱链接
hook mechanism,tilting kettle,1.3,弱链接
automatic soldering,oval hole design,1.3,弱链接
automatic soldering,wire feeding mechanism,1.3,弱链接
360-degree light emission,heat dissipation,1.3,弱链接
flexible lamp band,heat dissipation,1.3,弱链接
heat dissipation,integrally-formed heat conduction,1.3,弱链接
adaptive frame correction,remote monitoring,1.3,弱链接
UAV video transmission,remote monitoring,1.3,弱链接
digital signal conversion,remote monitoring,1.3,弱链接
power-efficient transmission,remote monitoring,1.3,弱链接
automatic dispensing,conductive area,1.3,弱链接
automatic dispensing,insulation spacing,1.3,弱链接
automatic dispensing,infection prevention,1.3,弱链接
automatic dispensing,electrode cover sheet,1.3,弱链接
plane detection,three-dimensional coordinate,1.3,弱链接
automatic balance,three-dimensional arc,1.3,弱链接
automatic balance,concave surface,1.3,弱链接
automatic balance,precise positioning,1.3,弱链接
automatic balance,gradient adjustment,1.3,弱链接
LED candle lamp,heat dissipation,1.3,弱链接
power test device,tension sensor,1.3,弱链接
electric UAV,tension sensor,1.3,弱链接
guide rail structure,tension sensor,1.3,弱链接
motor mounting base,tension sensor,1.3,弱链接
projection image,three-dimensional coordinate,1.3,弱链接
distance image sensor,three-dimensional coordinate,1.3,弱链接
straight line detection,three-dimensional coordinate,1.3,弱链接
automatic starting point,feature extraction,1.3,弱链接
feature extraction,synthetic image generation,1.3,弱链接
2D-3D registration,feature extraction,1.3,弱链接
Hough transform,feature extraction,1.3,弱链接
curvature adaptation,guide sleeve,1.3,弱链接
backlash adjustment,worm gear drive,1.3,弱链接
abnormality detection,directivity deformation,1.3,弱链接
electronic governor,singlechip,1.3,弱链接
electronic governor,test system,1.3,弱链接
DC brushless motor,electronic governor,1.3,弱链接
precision welding,vessel manufacturing,1.3,弱链接
3D coordinate setting,precision welding,1.3,弱链接
automatic stud welding,precision welding,1.3,弱链接
precision welding,thermal-insulating cabin,1.3,弱链接
hydraulic jack,load bearing capability,1.3,弱链接
hydraulic jack,reinforcing diagonal rod,1.3,弱链接
hydraulic jack,steel pipe concrete,1.3,弱链接
hydraulic jack,spherical hinge support,1.3,弱链接
fine-tuning feed,high-speed processing,1.3,弱链接
lever mechanism,synchronous ejection,1.3,弱链接
lever mechanism,offsetting springs,1.3,弱链接
lever mechanism,mould base ejection,1.3,弱链接
image transmission,unmanned plane ground station,1.3,弱链接
guide sleeve,impacting needle,1.3,弱链接
guide sleeve,ultrasonic strengthening,1.3,弱链接
guide sleeve,surface treatment,1.3,弱链接
autonomous seating,energy conduit,1.3,弱链接
energy conduit,integrated power source,1.3,弱链接
energy conduit,fuel cell seat,1.3,弱链接
energy conduit,passenger vehicle innovation,1.3,弱链接
compression spring,wing panel fixation,1.3,弱链接
compression spring,foldable wing mechanism,1.3,弱链接
compression spring,pressure rollers,1.3,弱链接
card reminder,touch display,1.3,弱链接
ATM security,touch display,1.3,弱链接
dynamic password,touch display,1.3,弱链接
human body sensing,touch display,1.3,弱链接
planetary gearset,power train integration,1.3,弱链接
automatic welder,contour tracking,1.3,弱链接
automatic welder,floating spindle,1.3,弱链接
automatic welder,titanium elbows,1.3,弱链接
argon-arc welding,automatic welder,1.3,弱链接
dual clamping mechanism,high automation,1.3,弱链接
multi-direction contact,unmanned airplane,1.3,弱链接
photoelectric sensors,sun tracking,1.3,弱链接
double-axis tracking,sun tracking,1.3,弱链接
single-axis tracking,sun tracking,1.3,弱链接
light shield set,sun tracking,1.3,弱链接
image transmission,power management,1.3,弱链接
Hall rocker system,image transmission,1.3,弱链接
image transmission,micro processing computer,1.3,弱链接
angle measurement,dial rotation,1.3,弱链接
angle measurement,digital processing,1.3,弱链接
angle measurement,photodetector signal,1.3,弱链接
angle measurement,interpolator pulse,1.3,弱链接
servo motor drive,spindle angle adjustment,1.3,弱链接
servo motor drive,transmission tube,1.3,弱链接
bearing seat,servo motor drive,1.3,弱链接
servo motor drive,yarn quality improvement,1.3,弱链接
multifunctional scaffold,rotary disk,1.3,弱链接
inverted triangle structure,rotary disk,1.3,弱链接
reinforcing ribs,rotary disk,1.3,弱链接
bridge inspection bracket,rotary disk,1.3,弱链接
guiding shaft,reset spring,1.3,弱链接
notch groove,reset spring,1.3,弱链接
rapid switching,reset spring,1.3,弱链接
conduit fixing mechanism,reset spring,1.3,弱链接
U-shaped parts,rotational symmetry,1.3,弱链接
coil winding,rotational symmetry,1.3,弱链接
rotational symmetry,wire mold shafts,1.3,弱链接
hollow guiding columns,rotational symmetry,1.3,弱链接
automatic detachment,micro aircraft undercarriage,1.3,弱链接
automatic detachment,double-buckle structure,1.3,弱链接
automatic detachment,split design,1.3,弱链接
S-shaped rod,automatic detachment,1.3,弱链接
UAV calibration,installation error measurement,1.3,弱链接
UAV calibration,photoelectric platform,1.3,弱链接
UAV calibration,gyro alignment,1.3,弱链接
UAV calibration,optical axis reference,1.3,弱链接
rainwater harvesting,water conservation,1.3,弱链接
Karst ecology,water conservation,1.3,弱链接
drip irrigation,water conservation,1.3,弱链接
automatic distance calculation,support vector method,1.3,弱链接
automatic selection,material distribution,1.3,弱链接
detection efficiency,material distribution,1.3,弱链接
material distribution,rolling shafts,1.3,弱链接
material distribution,pinball sorting,1.3,弱链接
automatic distance calculation,thermal signature detection,1.3,弱链接
automatic distance calculation,image segmentation,1.3,弱链接
automatic distance calculation,gyroscopic stabilization,1.3,弱链接
slope stabilization,water conservation,1.3,弱链接
label automation,vacuum adsorption,1.3,弱链接
manipulator integration,vacuum adsorption,1.3,弱链接
suction head,vacuum adsorption,1.3,弱链接
air hole design,vacuum adsorption,1.3,弱链接
command transmission,vehicle status monitoring,1.3,弱链接
command transmission,independent flight operation,1.3,弱链接
command transmission,single interface display,1.3,弱链接
command transmission,remote UAV control,1.3,弱链接
electric control,solar power,1.3,弱链接
direct current motor,solar power,1.3,弱链接
solar power,vacuum chamber,1.3,弱链接
energy conduit,fuel cell integration,1.3,弱链接
energy conduit,vehicle power independence,1.3,弱链接
automatic polishing control,non-contact sensing,1.3,弱链接
contour detection,non-contact sensing,1.3,弱链接
inductive probe,non-contact sensing,1.3,弱链接
non-contact sensing,signal transmission,1.3,弱链接
energy conduit,passenger comfort enhancement,1.3,弱链接
autonomous seat,energy conduit,1.3,弱链接
detachable wings,unmanned airplane,1.3,弱链接
fast wing installation,unmanned airplane,1.3,弱链接
automatic bagging,high automation,1.3,弱链接
high automation,potted flower packaging,1.3,弱链接
high automation,rotational synchronization,1.3,弱链接
limiting module,unmanned airplane,1.3,弱链接
flying saucer,solar power,1.3,弱链接
high-speed processing,pneumatic chamfering,1.3,弱链接
automatic skiving,high-speed processing,1.3,弱链接
dual-head machine,high-speed processing,1.3,弱链接
forging press,lever mechanism,1.3,弱链接
GPS fusion,speed sensor,1.3,弱链接
dead reckoning,speed sensor,1.3,弱链接
iterative closest point,speed sensor,1.3,弱链接
fiber-optic gyroscope,speed sensor,1.3,弱链接
automatic sharpener,gear engagement,1.3,弱链接
automatic sharpener,clamping surface,1.3,弱链接
automatic sharpener,diving wheel,1.3,弱链接
automatic sharpener,pencil feeder,1.3,弱链接
electric speed regulator,flight control system,1.3,弱链接
automatic sealing,motorized control,1.3,弱链接
centering guide mechanism,motorized control,1.3,弱链接
automatic discharging,material containing frame,1.3,弱链接
automatic discharging,feed roller alignment,1.3,弱链接
automatic discharging,steel tube cutting,1.3,弱链接
air cylinder push,automatic discharging,1.3,弱链接
motorized control,trapezoidal support,1.3,弱链接
motorized control,rubber tube seal,1.3,弱链接
anti-explosion,water circulation,1.3,弱链接
submerged tank,water circulation,1.3,弱链接
concrete oil storage,water circulation,1.3,弱链接
remote fueling,water circulation,1.3,弱链接
permanent magnet,unmanned plane ejector,1.3,弱链接
permanent magnet,track system,1.3,弱链接
magnetic suspension,permanent magnet,1.3,弱链接
charge attraction,permanent magnet,1.3,弱链接
glue dispensing,rotating platform,1.3,弱链接
automatic gumming,rotating platform,1.3,弱链接
piston rod mechanism,rotating platform,1.3,弱链接
rotating platform,transfer pump integration,1.3,弱链接
automatic discharging,suction cup,1.3,弱链接
automatic discharging,high-speed silk-screen,1.3,弱链接
automatic discharging,cam divider,1.3,弱链接
automatic discharging,mechanical linkage,1.3,弱链接
automatic door control,frequency hopping security,1.3,弱链接
automatic door control,electromagnetic motor,1.3,弱链接
automatic door control,planetary system,1.3,弱链接
automatic door control,wireless access device,1.3,弱链接
inclined positioning,locating block,1.3,弱链接
film sticking,locating block,1.3,弱链接
locating block,square box,1.3,弱链接
locating block,vertical lift plate,1.3,弱链接
drawing force testing,torsion spring,1.3,弱链接
key cap protection,torsion spring,1.3,弱链接
torsion spring,yield space,1.3,弱链接
automatic testing,torsion spring,1.3,弱链接
high rigidity,threaded fixing plate,1.3,弱链接
high rigidity,turning rolling wheels,1.3,弱链接
high rigidity,oblique top plates,1.3,弱链接
high rigidity,welding support,1.3,弱链接
U-shaped structure,stack part,1.3,弱链接
U-shaped structure,folding parts,1.3,弱链接
U-shaped structure,conductive contacts,1.3,弱链接
U-shaped structure,flexible flat cable,1.3,弱链接
inclined plane mechanism,quick clamping jaw replacement,1.3,弱链接
food production machinery,inclined plane mechanism,1.3,弱链接
inclined plane mechanism,spring-loaded fixturing,1.3,弱链接
inclined plane mechanism,manipulator automation,1.3,弱链接
assemblability improvement,planetary gear arrangement,1.3,弱链接
gear set positioning,planetary gear arrangement,1.3,弱链接
planetary gear arrangement,transmission compactness,1.3,弱链接
high-precision polishing,parallelogram mechanism,1.3,弱链接
parallelogram mechanism,submicron precision,1.3,弱链接
parallelogram mechanism,tri-plane abrasion,1.3,弱链接
adjustable-speed motor,parallelogram mechanism,1.3,弱链接
automatic correction,tow hitch assembly,1.3,弱链接
antenna stabilization,automatic correction,1.3,弱链接
attachment means,automatic correction,1.3,弱链接
aircraft towing,automatic correction,1.3,弱链接
flight control system,wireless network bridging,1.3,弱链接
flight control system,unmanned rotorcraft,1.3,弱链接
brushless DC motor,flight control system,1.3,弱链接
annular assembling plate,planetary gear arrangement,1.3,弱链接
absolute reference system,multi-sensor integration,1.3,弱链接
UAV data processing,multi-sensor integration,1.3,弱链接
error registration model,multi-sensor integration,1.3,弱链接
automatic welder,magnetic hub connection,1.3,弱链接
fuel economy,vessel comfort,1.3,弱链接
one-dimensional tracking,stroke adjustment,1.3,弱链接
optimal incidence angle,stroke adjustment,1.3,弱链接
automatic telescoping,stroke adjustment,1.3,弱链接
anti-snow photovoltaic,stroke adjustment,1.3,弱链接
electromagnetic valve,underground drainage,1.3,弱链接
electromagnetic valve,oil depot safety,1.3,弱链接
automatic flame-out,electromagnetic valve,1.3,弱链接
electromagnetic valve,fire-extinguishing tank,1.3,弱链接
multispectral imaging,synchronous exposure,1.3,弱链接
GPS/IMU fusion,multi-sensor integration,1.3,弱链接
flight data integration,multispectral imaging,1.3,弱链接
Z-axis positioning,automatic soldering,1.3,弱链接
automatic on-off,intelligent software,1.3,弱链接
complex planetary gear,friction element,1.3,弱链接
automatic deburring,plane brushing,1.3,弱链接
automatic deburring,power head assembly,1.3,弱链接
automatic deburring,work platform,1.3,弱链接
automatic deburring,inner hole brushing,1.3,弱链接
elastic support,overflow brick,1.3,弱链接
elastic support,machining fixture,1.3,弱链接
sliding eraser mechanism,uniform stress distribution,1.3,弱链接
integrated air cylinder,uniform stress distribution,1.3,弱链接
automatic erasing,uniform stress distribution,1.3,弱链接
motorized gear drive,uniform stress distribution,1.3,弱链接
independent thickener ability,wind resistance,1.3,弱链接
rectangular structural element,wind resistance,1.3,弱链接
core stiffening,wind resistance,1.3,弱链接
elevated transport profile,wind resistance,1.3,弱链接
automatic washing,inclined net plate,1.3,弱链接
automatic washing,lotus root cleaning,1.3,弱链接
automatic washing,dual washing area,1.3,弱链接
automatic washing,brush mechanism,1.3,弱链接
automated positioning,dual motor control,1.3,弱链接
automated positioning,sliding cutting unit,1.3,弱链接
aluminum profile cutting,automated positioning,1.3,弱链接
automated positioning,elastic switch mechanism,1.3,弱链接
automatic welder,travel drive mechanism,1.3,弱链接
modular arm design,quadrotor UAV,1.3,弱链接
multi-environment adaptability,quadrotor UAV,1.3,弱链接
integral-battery body,quadrotor UAV,1.3,弱链接
lifting air cylinder,product template,1.3,弱链接
autopilot control,inertial measurement,1.3,弱链接
automatic takeoff,inertial measurement,1.3,弱链接
eccentric ring,friction brake,1.3,弱链接
flight data processing,real-time status display,1.3,弱链接
XY screw rod platform,automatic blanking,1.3,弱链接
automatic blanking,belt wheel transmission,1.3,弱链接
steel ball,worm gear,1.3,弱链接
autorotation device,worm gear,1.3,弱链接
plane bearing,worm gear,1.3,弱链接
rubber sealing,worm gear,1.3,弱链接
SCADA integration,UAV inspection,1.3,弱链接
UAV inspection,mobile sensor platform,1.3,弱链接
UAV inspection,ad-hoc monitoring,1.3,弱链接
UAV inspection,optimal route planning,1.3,弱链接
adaptive leveling,elastic support,1.3,弱链接
ball valve ejector,elastic support,1.3,弱链接
friction brake,integrated drive,1.3,弱链接
friction brake,precise position measurement,1.3,弱链接
electric torque motor,friction brake,1.3,弱链接
flexible airfoil,inertial measurement,1.3,弱链接
attitude sensor,inertial measurement,1.3,弱链接
automatic overturn,lifting air cylinder,1.3,弱链接
black card paper,visual system integration,1.3,弱链接
feature point extraction,visual system integration,1.3,弱链接
panorama laser calibration,visual system integration,1.3,弱链接
iterative optimization,visual system integration,1.3,弱链接
UAV launch system,dual-stage propulsion,1.3,弱链接
UAV launch system,magnetic ring interaction,1.3,弱链接
automatic manual sub-gearshift,complex planetary gear,1.3,弱链接
UAV launch system,sliding rail mechanism,1.3,弱链接
UAV launch system,ejector acceleration,1.3,弱链接
complex planetary gear,engine efficiency,1.3,弱链接
complex planetary gear,power synthesis,1.3,弱链接
complex planetary gear,hydrostatic transmission,1.3,弱链接
double-planet wheel,transmission ratio control,1.3,弱链接
double-planet wheel,electric power assist,1.3,弱链接
double-planet wheel,electronic control unit,1.3,弱链接
anti-slip strips,lifting air cylinder,1.3,弱链接
lifting air cylinder,positioning blocks,1.3,弱链接
active steering,double-planet wheel,1.3,弱链接
automatic operation,cold-hot water storage,1.3,弱链接
infrared camera,sensor stabilization,1.3,弱链接
sensor stabilization,wing rotation,1.3,弱链接
automatic blanking,material discharge automation,1.3,弱链接
automatic blanking,mechanical clamps,1.3,弱链接
UAV health monitoring,flight data processing,1.3,弱链接
decision support system,flight data processing,1.3,弱链接
entropy coefficient evaluation,flight data processing,1.3,弱链接
automatic operation,multifunctional wipe plate,1.3,弱链接
automatic operation,remote control cleaning,1.3,弱链接
automatic operation,battery-powered system,1.3,弱链接
quadrotor UAV,versatile control system,1.3,弱链接
fuel conveying,motorized control,1.3,弱链接
automatic air exhaust,liquid level control,1.3,弱链接
Murphy dropper,liquid level control,1.3,弱链接
refrigerated tanks,soft ice-cream machine,1.3,弱链接
complex planetary gear,reduction planetary gear,1.3,弱链接
3D printer nozzle,stepper motor control,1.3,弱链接
spiral transmission,spring clamp,1.3,弱链接
electric ring,spiral transmission,1.3,弱链接
pipe cutting,spiral transmission,1.3,弱链接
ejection mechanism,guide plate positioning,1.3,弱链接
assembly line automation,ejection mechanism,1.3,弱链接
UAV cluster,onboard sensor,1.3,弱链接
UAV cluster,potential field model,1.3,弱链接
UAV cluster,wireless communication network,1.3,弱链接
UAV cluster,cooperative tracking,1.3,弱链接
ejection mechanism,movable support integration,1.3,弱链接
frequency conversion braking motor,guide rods,1.3,弱链接
elastic coupler,guide rods,1.3,弱链接
T-shaped commutator,guide rods,1.3,弱链接
guide rods,screw elevators,1.3,弱链接
payload adjustment,sensor stabilization,1.3,弱链接
UAV platform,sensor stabilization,1.3,弱链接
carbon fiber layer,glass-fiber composite,1.3,弱链接
automatic peeling,rolling shaft,1.3,弱链接
automatic peeling,inclined peeling,1.3,弱链接
automatic peeling,tag extrusion,1.3,弱链接
counterweight stabilization,excavating machine support,1.3,弱链接
adaptive foot sole,counterweight stabilization,1.3,弱链接
counterweight stabilization,oil cylinder linkage,1.3,弱链接
counterweight stabilization,dual-material contact,1.3,弱链接
UAV landing system,controlled traction braking,1.3,弱链接
operational amplifier comparator,sun tracking,1.3,弱链接
mud-water conversion,planetary gear reducer,1.3,弱链接
automatic soil discharge,planetary gear reducer,1.3,弱链接
pipe-jacking construction,planetary gear reducer,1.3,弱链接
automatic flight control,real-time microcontroller,1.3,弱链接
automatic flight control,electromechanical actuators,1.3,弱链接
automatic flight control,touch interface,1.3,弱链接
automatic flight control,microcomputer system,1.3,弱链接
planetary gear reducer,soil-pressure equalization,1.3,弱链接
adaptive Harris corner,feature point detection,1.3,弱链接
adhesive tape application,automatic sticking,1.3,弱链接
complex planetary gear,engine power transfer,1.3,弱链接
ejection mechanism,tool plate placement,1.3,弱链接
complex planetary gear,wet multiple-plate clutch,1.3,弱链接
3D to 2D transformation,feature point detection,1.3,弱链接
feature point detection,shift matrix,1.3,弱链接
gear-driven rotation,motorized eraser,1.3,弱链接
gear-driven rotation,louvered mechanism,1.3,弱链接
cutting machine,double-tube system,1.3,弱链接
driving roller,idler wheel,1.3,弱链接
automatic seaming,idler wheel,1.3,弱链接
cambered edge,idler wheel,1.3,弱链接
driven roller,idler wheel,1.3,弱链接
automatic peeling,low-cost operation,1.3,弱链接
adjustable stirring,ultrasonic cleaning,1.3,弱链接
spoiler filtration,ultrasonic cleaning,1.3,弱链接
adsorption piece,ultrasonic cleaning,1.3,弱链接
lambdoidal support,ultrasonic cleaning,1.3,弱链接
PPC foam core,carbon fiber layer,1.3,弱链接
UAV speed regulator,carbon fiber layer,1.3,弱链接
cantilever positioning frame,carbon fiber layer,1.3,弱链接
soft ice-cream machine,spiral whipping cylinders,1.3,弱链接
feature point detection,image synthesis,1.3,弱链接
soft ice-cream machine,vertical axis configuration,1.3,弱链接
automated dispensing,soft ice-cream machine,1.3,弱链接
autocode generation,flight control law,1.3,弱链接
UAV control modeling,flight control law,1.3,弱链接
flight control law,parameter optimization,1.3,弱链接
knife feeding,spiral transmission,1.3,弱链接
automatic tool change,protruding working part,1.3,弱链接
flight control law,simulation module,1.3,弱链接
aerodynamic configuration,turbofan ramjet,1.3,弱链接
automatic tool change,replaceable spindle carrier,1.3,弱链接
automatic tool change,mechatronic units,1.3,弱链接
automatic tool change,profiled side walls,1.3,弱链接
buckle fixation,unmanned plane platform,1.3,弱链接
automatic gripping,worm drive lift,1.3,弱链接
automatic gripping,trolley mechanism,1.3,弱链接
aircraft evacuation,automatic gripping,1.3,弱链接
automatic discovery,network interconnection,1.3,弱链接
network interconnection,user agent interaction,1.3,弱链接
content session control,network interconnection,1.3,弱链接
content ID mapping,network interconnection,1.3,弱链接
content discovery,network interconnection,1.3,弱链接
lightweight durable material,unmanned plane platform,1.3,弱链接
nozzle control,precision agriculture,1.3,弱链接
UAV spraying,precision agriculture,1.3,弱链接
boundary demand,precision agriculture,1.3,弱链接
adaptive spraying,precision agriculture,1.3,弱链接
UAV landing system,Y-shaped assembly,1.3,弱链接
UAV landing system,catapult structure,1.3,弱链接
UAV landing system,elastic arrestor,1.3,弱链接
automatic gripping,helical rod actuation,1.3,弱链接
organic glass rod,unmanned plane platform,1.3,弱链接
UAV deployment,submerged launch,1.3,弱链接
basket shape design,unmanned plane platform,1.3,弱链接
UAV image processing,lawnmower flight pattern,1.3,弱链接
GPS/INS calibration,UAV image processing,1.3,弱链接
motor drive control,sun tracking,1.3,弱链接
real-time illumination detection,sun tracking,1.3,弱链接
automatic operation,recycling device,1.3,弱链接
automatic operation,command control,1.3,弱链接
automatic operation,intelligent detection,1.3,弱链接
automatic operation,snow removal agent,1.3,弱链接
photovoltaic support,sun tracking,1.3,弱链接
control system integration,noodle slicing,1.3,弱链接
automatic blade selection,control system integration,1.3,弱链接
control system integration,inclined surface mechanism,1.3,弱链接
combined cutter,control system integration,1.3,弱链接
automatic blackboard,gear-driven rotation,1.3,弱链接
gear-driven rotation,sliding unthreaded shaft,1.3,弱链接
automatic dispensing,spot protuberance,1.3,弱链接
automatic dispensing,elastically deformable,1.3,弱链接
annular seal,automatic dispensing,1.3,弱链接
automatic dispensing,lubricated seal,1.3,弱链接
UAV deployment,launch mechanism,1.3,弱链接
UAV deployment,nose cap release,1.3,弱链接
UAV deployment,water surface sensor,1.3,弱链接
UAV image processing,autopilot controller,1.3,弱链接
automatic inflation,shock sensor,1.3,弱链接
automatic inflation,lifejacket safety,1.3,弱链接
LED alarming lamp,automatic inflation,1.3,弱链接
automatic inflation,integrated controller,1.3,弱链接
light path design,spectrum analyzer,1.3,弱链接
convergent parallel lens,spectrum analyzer,1.3,弱链接
special lens material,spectrum analyzer,1.3,弱链接
spectrum analyzer,wavelength range,1.3,弱链接
aerodynamic configuration,liquid-propellant rocket,1.3,弱链接
aerodynamic configuration,compound engine,1.3,弱链接
aerodynamic configuration,unmanned space fighter,1.3,弱链接
UAV image processing,photo-stitching,1.3,弱链接
automatic stacking,uniform slice distribution,1.3,弱链接
automatic stacking,drying oven mesh,1.3,弱链接
automatic inspection,evenly-scattering illuminant,1.3,弱链接
XY-plane movement,automatic inspection,1.3,弱链接
automatic inspection,substrate appearance,1.3,弱链接
content ID,network interconnection,1.3,弱链接
CNRH,network interconnection,1.3,弱链接
