source,target,weight
agricultural management,crop maturity,1
crop maturity,image processing,1
UAV detection,crop maturity,1
crop maturity,digital signal processor,1
agricultural management,image processing,1
UAV detection,agricultural management,1
agricultural management,digital signal processor,1
UAV detection,image processing,1
digital signal processor,image processing,2
UAV detection,digital signal processor,1
curvature analysis,electrode model,1
electrode model,precision measurement,1
automatic test point,electrode model,1
discharging face detection,electrode model,1
curvature analysis,precision measurement,1
automatic test point,curvature analysis,1
curvature analysis,discharging face detection,1
automatic test point,precision measurement,1
discharging face detection,precision measurement,1
automatic test point,discharging face detection,1
automatic walking,planetary gear,1
automatic walking,brushless motor,1
automatic walking,electric luggage case,1
automatic walking,regenerative braking,1
brushless motor,planetary gear,1
electric luggage case,planetary gear,1
planetary gear,regenerative braking,1
brushless motor,electric luggage case,1
brushless motor,regenerative braking,1
electric luggage case,regenerative braking,1
signal amplifier,unmanned aircraft,1
pesticide spraying,signal amplifier,1
buffer spring,signal amplifier,1
remote control,signal amplifier,1
pesticide spraying,unmanned aircraft,1
buffer spring,unmanned aircraft,1
remote control,unmanned aircraft,1
buffer spring,pesticide spraying,1
pesticide spraying,remote control,1
buffer spring,remote control,1
state indicator,voltage stabilization,1
MCU control,state indicator,1
current acquisition,state indicator,1
drive circuit,state indicator,1
MCU control,voltage stabilization,1
current acquisition,voltage stabilization,1
drive circuit,voltage stabilization,1
MCU control,current acquisition,1
MCU control,drive circuit,1
current acquisition,drive circuit,1
spraying drone,symmetric spraying,1
agricultural equipment,spraying drone,1
pesticide atomization,spraying drone,1
four-axis UAV,spraying drone,1
agricultural equipment,symmetric spraying,1
pesticide atomization,symmetric spraying,1
four-axis UAV,symmetric spraying,1
agricultural equipment,pesticide atomization,1
agricultural equipment,four-axis UAV,1
four-axis UAV,pesticide atomization,1
UAV stabilization,low center gravity,1
floating box design,low center gravity,1
amphibious landing,low center gravity,1
lever mechanism,low center gravity,1
UAV stabilization,floating box design,1
UAV stabilization,amphibious landing,1
UAV stabilization,lever mechanism,1
amphibious landing,floating box design,1
floating box design,lever mechanism,1
amphibious landing,lever mechanism,1
protection layer,static electricity isolation,1
protection layer,unmanned aerial vehicle,1
antenna circuit board,protection layer,1
insertion groove,protection layer,1
static electricity isolation,unmanned aerial vehicle,1
antenna circuit board,static electricity isolation,1
insertion groove,static electricity isolation,1
antenna circuit board,unmanned aerial vehicle,1
insertion groove,unmanned aerial vehicle,1
antenna circuit board,insertion groove,1
high-speed coating,multifunctional spraying,1
full-servo system,high-speed coating,1
high-speed coating,precise rubber supply,1
high-speed coating,hot-melt adhesive,1
full-servo system,multifunctional spraying,1
multifunctional spraying,precise rubber supply,1
hot-melt adhesive,multifunctional spraying,1
full-servo system,precise rubber supply,1
full-servo system,hot-melt adhesive,1
hot-melt adhesive,precise rubber supply,1
blow-off pipe,car washing system,1
car washing system,filtering material layer,1
car washing system,high-pressure nozzles,1
car washing system,water filtration,1
blow-off pipe,filtering material layer,1
blow-off pipe,high-pressure nozzles,1
blow-off pipe,water filtration,1
filtering material layer,high-pressure nozzles,1
filtering material layer,water filtration,1
high-pressure nozzles,water filtration,1
automatic storage,suspension cargo basket,1
automatic storage,overhead warehouse,1
automatic storage,closed-loop chain,1
automatic storage,multi-arc cabin,1
overhead warehouse,suspension cargo basket,1
closed-loop chain,suspension cargo basket,1
multi-arc cabin,suspension cargo basket,1
closed-loop chain,overhead warehouse,1
multi-arc cabin,overhead warehouse,1
closed-loop chain,multi-arc cabin,1
automatic logistics,longitudinal discharging,1
automatic logistics,steering unit,1
automatic logistics,paper feeding roller,1
automatic logistics,transverse transmission,1
longitudinal discharging,steering unit,1
longitudinal discharging,paper feeding roller,1
longitudinal discharging,transverse transmission,1
paper feeding roller,steering unit,1
steering unit,transverse transmission,1
paper feeding roller,transverse transmission,1
automatic part processing,pneumatic connecting rod,1
pneumatic connecting rod,scissor mechanism,1
pneumatic connecting rod,shift cylinder,1
double-paw structure,pneumatic connecting rod,1
automatic part processing,scissor mechanism,1
automatic part processing,shift cylinder,1
automatic part processing,double-paw structure,1
scissor mechanism,shift cylinder,1
double-paw structure,scissor mechanism,1
double-paw structure,shift cylinder,1
feeding efficiency,synchronous wheel,1
rotary punch,synchronous wheel,1
servo motor,synchronous wheel,1
compact structure,synchronous wheel,1
feeding efficiency,rotary punch,1
feeding efficiency,servo motor,1
compact structure,feeding efficiency,1
rotary punch,servo motor,1
compact structure,rotary punch,1
compact structure,servo motor,1
live part verification,resistance distribution,1
high-speed detection,live part verification,1
live part verification,rotary table mechanism,1
battery sorting,live part verification,1
high-speed detection,resistance distribution,1
resistance distribution,rotary table mechanism,1
battery sorting,resistance distribution,1
high-speed detection,rotary table mechanism,1
battery sorting,high-speed detection,1
battery sorting,rotary table mechanism,1
automatic induction,intelligent drainage,1
automatic induction,motor unit,1
automatic induction,water level monitoring,1
automatic induction,turnover control,1
intelligent drainage,motor unit,1
intelligent drainage,water level monitoring,1
intelligent drainage,turnover control,1
motor unit,water level monitoring,1
motor unit,turnover control,1
turnover control,water level monitoring,1
air cylinder,auxiliary guiding,1
auxiliary guiding,buffer function,1
auxiliary guiding,guide rod,1
auxiliary guiding,nylon wheel,1
air cylinder,buffer function,1
air cylinder,guide rod,1
air cylinder,nylon wheel,1
buffer function,guide rod,1
buffer function,nylon wheel,1
guide rod,nylon wheel,1
ingredient stirring,pressure sensor,1
automatic adjustment,ingredient stirring,1
cleaning assembly,ingredient stirring,1
ingredient stirring,planetary gear,1
automatic adjustment,pressure sensor,1
cleaning assembly,pressure sensor,1
automatic adjustment,cleaning assembly,1
automatic adjustment,planetary gear,1
cleaning assembly,planetary gear,1
sliding block,student autonomous mechanism,1
U-shaped sliding block,student autonomous mechanism,1
rod piece,student autonomous mechanism,1
linear guide rail,student autonomous mechanism,1
U-shaped sliding block,sliding block,1
rod piece,sliding block,1
linear guide rail,sliding block,1
U-shaped sliding block,rod piece,1
U-shaped sliding block,linear guide rail,1
linear guide rail,rod piece,1
automatic mode switching,guidance system,1
automatic mode switching,transition point computation,1
automatic mode switching,piloting assistance,1
aircraft landing aid,automatic mode switching,1
guidance system,transition point computation,1
guidance system,piloting assistance,1
aircraft landing aid,guidance system,1
piloting assistance,transition point computation,1
aircraft landing aid,transition point computation,1
aircraft landing aid,piloting assistance,1
blade heat exchanger,rotating shaft,1
blade heat exchanger,uniform heat exchange,1
blade heat exchanger,vertical copper pipes,1
blade heat exchanger,thermal insulation plate,1
rotating shaft,uniform heat exchange,1
rotating shaft,vertical copper pipes,1
rotating shaft,thermal insulation plate,1
uniform heat exchange,vertical copper pipes,1
thermal insulation plate,uniform heat exchange,1
thermal insulation plate,vertical copper pipes,1
edge surface guiding,needle tube locating,1
longitudinal movement restriction,needle tube locating,1
needle tube locating,precise needle positioning,1
automatic assembly,needle tube locating,1
edge surface guiding,longitudinal movement restriction,1
edge surface guiding,precise needle positioning,1
automatic assembly,edge surface guiding,1
longitudinal movement restriction,precise needle positioning,1
automatic assembly,longitudinal movement restriction,1
automatic assembly,precise needle positioning,1
lithium battery,power supply conversion,1
hydrogen fuel battery,lithium battery,1
hydrogen fuel battery,power supply conversion,1
power supply conversion,unmanned aerial vehicle,1
hybrid power system,power supply conversion,1
hydrogen fuel battery,unmanned aerial vehicle,1
hybrid power system,hydrogen fuel battery,1
hybrid power system,unmanned aerial vehicle,1
conveying surface,reversal inspecting,1
automatic reversion,reversal inspecting,1
hopper inlet,reversal inspecting,1
reversal inspecting,reversing shaft,1
automatic reversion,conveying surface,1
conveying surface,hopper inlet,1
conveying surface,reversing shaft,1
automatic reversion,hopper inlet,1
automatic reversion,reversing shaft,1
hopper inlet,reversing shaft,1
folding UAV,replenishment unit,1
folding UAV,quick-disassembly,1
folding UAV,spray efficiency,1
folding UAV,multi-rotary wing,1
quick-disassembly,replenishment unit,1
replenishment unit,spray efficiency,1
multi-rotary wing,replenishment unit,1
quick-disassembly,spray efficiency,1
multi-rotary wing,quick-disassembly,1
multi-rotary wing,spray efficiency,1
control box,stretchable brushes,1
control box,low-altitude seeding,1
control box,unmanned aerial vehicle,1
control box,seed cabin,1
low-altitude seeding,stretchable brushes,1
stretchable brushes,unmanned aerial vehicle,1
seed cabin,stretchable brushes,1
low-altitude seeding,unmanned aerial vehicle,1
low-altitude seeding,seed cabin,1
seed cabin,unmanned aerial vehicle,1
laser source,photoelectric element array,1
feedback control,photoelectric element array,1
calibrating system,photoelectric element array,1
light focusing module,photoelectric element array,1
feedback control,laser source,1
calibrating system,laser source,1
laser source,light focusing module,1
calibrating system,feedback control,1
feedback control,light focusing module,1
calibrating system,light focusing module,1
anti-dismantle device,control circuit,1
acceleration sensor,anti-dismantle device,1
USB interface,anti-dismantle device,1
anti-dismantle device,single chip microcomputer,1
acceleration sensor,control circuit,1
USB interface,control circuit,1
control circuit,single chip microcomputer,1
USB interface,acceleration sensor,1
acceleration sensor,single chip microcomputer,1
USB interface,single chip microcomputer,1
glass cutting,waste material separation,1
glass cutting,rotary mechanical arm,1
glass cutting,pneumatic vacuum sucker,1
glass cutting,servo motor control,1
rotary mechanical arm,waste material separation,1
pneumatic vacuum sucker,waste material separation,1
servo motor control,waste material separation,1
pneumatic vacuum sucker,rotary mechanical arm,1
rotary mechanical arm,servo motor control,1
pneumatic vacuum sucker,servo motor control,1
ball bearing assembly,transverse feeding,1
track grooves,transverse feeding,1
measuring cylinder,transverse feeding,1
step plate,transverse feeding,1
ball bearing assembly,track grooves,1
ball bearing assembly,measuring cylinder,1
ball bearing assembly,step plate,1
measuring cylinder,track grooves,1
step plate,track grooves,1
measuring cylinder,step plate,1
hidden markov model,traffic control,1
4D trajectory,traffic control,1
data fusion,traffic control,1
aircraft tracking,traffic control,1
4D trajectory,hidden markov model,1
data fusion,hidden markov model,1
aircraft tracking,hidden markov model,1
4D trajectory,data fusion,1
4D trajectory,aircraft tracking,1
aircraft tracking,data fusion,1
carbon fiber membrane,styrene polymer,1
carbon fiber membrane,foaming polyethylene,1
carbon fiber membrane,fatigue resistance,1
carbon fiber membrane,impact resistance,1
foaming polyethylene,styrene polymer,1
fatigue resistance,styrene polymer,1
impact resistance,styrene polymer,1
fatigue resistance,foaming polyethylene,1
foaming polyethylene,impact resistance,1
fatigue resistance,impact resistance,1
automatic feeding,driver control,1
automatic feeding,grinding machine,1
automatic feeding,movable base,1
automatic feeding,installation plate,1
driver control,grinding machine,1
driver control,movable base,1
driver control,installation plate,1
grinding machine,movable base,1
grinding machine,installation plate,1
installation plate,movable base,1
cylinder control,suction device,1
automatic putting,cylinder control,1
cylinder control,magnetic circuit assembly,1
cylinder control,electromagnet replacement,1
automatic putting,suction device,1
magnetic circuit assembly,suction device,1
electromagnet replacement,suction device,1
automatic putting,magnetic circuit assembly,1
automatic putting,electromagnet replacement,1
electromagnet replacement,magnetic circuit assembly,1
automatic limiting,optical cable peeling,1
optical cable peeling,thermal clamp,1
crossed blades,optical cable peeling,1
optical cable peeling,stepped blade structure,1
automatic limiting,thermal clamp,1
automatic limiting,crossed blades,1
automatic limiting,stepped blade structure,1
crossed blades,thermal clamp,1
stepped blade structure,thermal clamp,1
crossed blades,stepped blade structure,1
3D model analysis,topological attributes,1
3D model analysis,defect detection,1
3D model analysis,geometrical parameters,1
3D model analysis,numerical-control processing,1
defect detection,topological attributes,1
geometrical parameters,topological attributes,1
numerical-control processing,topological attributes,1
defect detection,geometrical parameters,1
defect detection,numerical-control processing,1
geometrical parameters,numerical-control processing,1
UAV monitoring,base station integration,1
base station integration,data chain communication,1
base station integration,flight control system,1
base station integration,remote operation,1
UAV monitoring,data chain communication,1
UAV monitoring,flight control system,1
UAV monitoring,remote operation,1
data chain communication,flight control system,1
data chain communication,remote operation,1
flight control system,remote operation,1
adaptive estimation,external interference,1
external interference,rapid fault detection,1
external interference,nonlinear model,1
external interference,time-variant fault diagnosis,1
adaptive estimation,rapid fault detection,1
adaptive estimation,nonlinear model,1
adaptive estimation,time-variant fault diagnosis,1
nonlinear model,rapid fault detection,1
rapid fault detection,time-variant fault diagnosis,1
nonlinear model,time-variant fault diagnosis,1
automatic sharpening,feeding motor control,1
automatic sharpening,grinding wheel adjustment,1
automatic sharpening,metal saw blade,1
automatic sharpening,eccentric wheel mechanism,1
feeding motor control,grinding wheel adjustment,1
feeding motor control,metal saw blade,1
eccentric wheel mechanism,feeding motor control,1
grinding wheel adjustment,metal saw blade,1
eccentric wheel mechanism,grinding wheel adjustment,1
eccentric wheel mechanism,metal saw blade,1
electric push rod,launch rack integration,1
launch rack integration,mechanical conversion,1
launch rack integration,lock pin system,1
launch rack integration,unmanned aerial vehicle,1
electric push rod,mechanical conversion,1
electric push rod,lock pin system,1
electric push rod,unmanned aerial vehicle,1
lock pin system,mechanical conversion,1
mechanical conversion,unmanned aerial vehicle,1
lock pin system,unmanned aerial vehicle,1
pneumatic wings,spherical tricyclic nozzle,1
disc airplane,pneumatic wings,1
high-speed fluid principle,pneumatic wings,1
clutch braking system,pneumatic wings,1
disc airplane,spherical tricyclic nozzle,1
high-speed fluid principle,spherical tricyclic nozzle,1
clutch braking system,spherical tricyclic nozzle,1
disc airplane,high-speed fluid principle,1
clutch braking system,disc airplane,1
clutch braking system,high-speed fluid principle,1
high-frequency audio,multimedia advertisement,1
automatic playback,multimedia advertisement,1
input signal technology,multimedia advertisement,1
intelligent terminal recognition,multimedia advertisement,1
automatic playback,high-frequency audio,1
high-frequency audio,input signal technology,1
high-frequency audio,intelligent terminal recognition,1
automatic playback,input signal technology,1
automatic playback,intelligent terminal recognition,1
input signal technology,intelligent terminal recognition,1
adaptive aerodynamics,shape-shifting drone,1
foldable flaps,shape-shifting drone,1
energy harvesting,shape-shifting drone,1
shape-shifting drone,solar panel integration,1
adaptive aerodynamics,foldable flaps,1
adaptive aerodynamics,energy harvesting,1
adaptive aerodynamics,solar panel integration,1
energy harvesting,foldable flaps,1
foldable flaps,solar panel integration,1
energy harvesting,solar panel integration,1
electronic module isolation,heat-radiation device,1
air duct pipe,heat-radiation device,1
heat-radiation device,thermal conductive plate,1
UAV thermal management,heat-radiation device,1
air duct pipe,electronic module isolation,1
electronic module isolation,thermal conductive plate,1
UAV thermal management,electronic module isolation,1
air duct pipe,thermal conductive plate,1
UAV thermal management,air duct pipe,1
UAV thermal management,thermal conductive plate,1
aircraft engine monitoring,automated validation,1
aircraft engine monitoring,non-regression test,1
aircraft engine monitoring,behavior testing,1
aircraft engine monitoring,experience base,1
automated validation,non-regression test,1
automated validation,behavior testing,1
automated validation,experience base,1
behavior testing,non-regression test,1
experience base,non-regression test,1
behavior testing,experience base,1
UAV navigation,inventory retrieval,1
autonomous delivery,inventory retrieval,1
inventory retrieval,route computation,1
inventory retrieval,unmanned aerial vehicle,1
UAV navigation,autonomous delivery,1
UAV navigation,route computation,1
UAV navigation,unmanned aerial vehicle,1
autonomous delivery,route computation,1
autonomous delivery,unmanned aerial vehicle,1
route computation,unmanned aerial vehicle,1
X-ray orientation,sensor integration,1
PLC control,sensor integration,1
automatic sticking,sensor integration,1
crystal material,sensor integration,1
PLC control,X-ray orientation,1
X-ray orientation,automatic sticking,1
X-ray orientation,crystal material,1
PLC control,automatic sticking,1
PLC control,crystal material,1
automatic sticking,crystal material,1
differential-pressure structure,high-precision sensor,1
absolute-pressure valve,differential-pressure structure,1
differential-pressure structure,miniature air pressure gauge,1
differential-pressure structure,unmanned plane,1
absolute-pressure valve,high-precision sensor,1
high-precision sensor,miniature air pressure gauge,1
high-precision sensor,unmanned plane,1
absolute-pressure valve,miniature air pressure gauge,1
absolute-pressure valve,unmanned plane,1
miniature air pressure gauge,unmanned plane,1
target search,uplink signal,1
UAV,uplink signal,1
autonomous scene change,uplink signal,1
terminal homing,uplink signal,1
UAV,target search,1
autonomous scene change,target search,1
target search,terminal homing,1
UAV,autonomous scene change,1
UAV,terminal homing,1
autonomous scene change,terminal homing,1
automated cutting,poultry deboning,1
mandrel alignment,poultry deboning,1
keel bone incision,poultry deboning,1
fillet separation,poultry deboning,1
automated cutting,mandrel alignment,1
automated cutting,keel bone incision,1
automated cutting,fillet separation,1
keel bone incision,mandrel alignment,1
fillet separation,mandrel alignment,1
fillet separation,keel bone incision,1
option pin,semi-automatic door,1
hinge mechanism,semi-automatic door,1
guide pin,semi-automatic door,1
inclined surface,semi-automatic door,1
hinge mechanism,option pin,1
guide pin,option pin,1
inclined surface,option pin,1
guide pin,hinge mechanism,1
hinge mechanism,inclined surface,1
guide pin,inclined surface,1
User Plane LBS,location service system,1
User Plane LBS,message tunneling,1
User Plane LBS,roaming support,1
User Plane LBS,secure communication path,1
location service system,message tunneling,1
location service system,roaming support,1
location service system,secure communication path,1
message tunneling,roaming support,1
message tunneling,secure communication path,1
roaming support,secure communication path,1
cost-efficient operation,unmanned dredging,1
cost-efficient operation,screw pump sludge removal,1
automated sewage maintenance,cost-efficient operation,1
cost-efficient operation,directional pipe control,1
screw pump sludge removal,unmanned dredging,1
automated sewage maintenance,unmanned dredging,1
directional pipe control,unmanned dredging,1
automated sewage maintenance,screw pump sludge removal,1
directional pipe control,screw pump sludge removal,1
automated sewage maintenance,directional pipe control,1
combat information,guided vehicle,1
combat information,high angle adjustment,1
combat information,unmanned aerial vehicle,1
combat information,portable launch,1
guided vehicle,high angle adjustment,1
guided vehicle,unmanned aerial vehicle,1
guided vehicle,portable launch,1
high angle adjustment,unmanned aerial vehicle,1
high angle adjustment,portable launch,1
portable launch,unmanned aerial vehicle,1
automatic cleaning,recycling agent,1
pickling device,recycling agent,1
recycling agent,water boiler,1
filter system,recycling agent,1
automatic cleaning,pickling device,1
automatic cleaning,water boiler,1
automatic cleaning,filter system,1
pickling device,water boiler,1
filter system,pickling device,1
filter system,water boiler,1
large-tank polishing,spring-loaded polisher,1
extensible rods,large-tank polishing,1
automated control,large-tank polishing,1
large-tank polishing,rotating arm,1
extensible rods,spring-loaded polisher,1
automated control,spring-loaded polisher,1
rotating arm,spring-loaded polisher,1
automated control,extensible rods,1
extensible rods,rotating arm,1
automated control,rotating arm,1
image synthesis,shift matrix,1
3D to 2D transformation,image synthesis,1
feature point detection,image synthesis,1
adaptive Harris corner,image synthesis,1
3D to 2D transformation,shift matrix,1
feature point detection,shift matrix,1
adaptive Harris corner,shift matrix,1
3D to 2D transformation,feature point detection,1
3D to 2D transformation,adaptive Harris corner,1
adaptive Harris corner,feature point detection,1
image sensor integration,missile countermeasure,1
image sensor integration,unmanned aerial vehicle,1
explosive payload,image sensor integration,1
image sensor integration,radio frequency deception,1
missile countermeasure,unmanned aerial vehicle,1
explosive payload,missile countermeasure,1
missile countermeasure,radio frequency deception,1
explosive payload,unmanned aerial vehicle,1
radio frequency deception,unmanned aerial vehicle,1
explosive payload,radio frequency deception,1
adaptive motor control,intelligent speed regulation,1
3D edge calculation,intelligent speed regulation,1
intelligent speed regulation,photography instruments,1
intelligent speed regulation,ore mass detection,1
3D edge calculation,adaptive motor control,1
adaptive motor control,photography instruments,1
adaptive motor control,ore mass detection,1
3D edge calculation,photography instruments,1
3D edge calculation,ore mass detection,1
ore mass detection,photography instruments,1
double-pinion planetary,output coupling,1
automatic transmission,double-pinion planetary,2
double-pinion planetary,planetary gear sets,1
double-pinion planetary,frictional engagement,1
automatic transmission,output coupling,1
output coupling,planetary gear sets,1
frictional engagement,output coupling,1
automatic transmission,frictional engagement,2
frictional engagement,planetary gear sets,1
feedback-controlled shaft dynamics,stroke position sensing,1
automatic transmission,feedback-controlled shaft dynamics,1
dog clutch control,feedback-controlled shaft dynamics,1
feedback-controlled shaft dynamics,thrust load adjustment,1
automatic transmission,stroke position sensing,1
dog clutch control,stroke position sensing,1
stroke position sensing,thrust load adjustment,1
automatic transmission,dog clutch control,1
automatic transmission,thrust load adjustment,1
dog clutch control,thrust load adjustment,1
flying wing UAV,heading stability augmentation,1
airspeed head system,heading stability augmentation,1
blended wing body,heading stability augmentation,1
control surfaces,heading stability augmentation,1
airspeed head system,flying wing UAV,1
blended wing body,flying wing UAV,1
control surfaces,flying wing UAV,1
airspeed head system,blended wing body,1
airspeed head system,control surfaces,1
blended wing body,control surfaces,1
UAV booster,ascending angle control,1
UAV booster,stepping motor,1
UAV booster,level gauge,1
UAV booster,height adjustment,1
ascending angle control,stepping motor,1
ascending angle control,level gauge,1
ascending angle control,height adjustment,1
level gauge,stepping motor,1
height adjustment,stepping motor,1
height adjustment,level gauge,1
chain transmission,gripper bar mechanism,1
chain transmission,positioning accuracy,1
chain transmission,paper feeding automation,1
chain transmission,high-frequency die cutting,1
gripper bar mechanism,positioning accuracy,1
gripper bar mechanism,paper feeding automation,1
gripper bar mechanism,high-frequency die cutting,1
paper feeding automation,positioning accuracy,1
high-frequency die cutting,positioning accuracy,1
high-frequency die cutting,paper feeding automation,1
catapult launch,magnetic levitation,1
magnetic levitation,telescopic slide rail,1
energy storage,magnetic levitation,1
UAV propulsion,magnetic levitation,1
catapult launch,telescopic slide rail,1
catapult launch,energy storage,1
UAV propulsion,catapult launch,1
energy storage,telescopic slide rail,1
UAV propulsion,telescopic slide rail,1
UAV propulsion,energy storage,1
modular shell design,propeller motor integration,1
modular shell design,unmanned aerial vehicle,1
low-cost maintenance,modular shell design,1
control box protection,modular shell design,1
propeller motor integration,unmanned aerial vehicle,1
low-cost maintenance,propeller motor integration,1
control box protection,propeller motor integration,1
low-cost maintenance,unmanned aerial vehicle,1
control box protection,unmanned aerial vehicle,1
control box protection,low-cost maintenance,1
image-guided targeting,rapid deployment,1
image-guided targeting,rescue traction rope,1
image-guided targeting,unmanned plane rescue,1
image-guided targeting,remote control dispensing,1
rapid deployment,rescue traction rope,1
rapid deployment,unmanned plane rescue,1
rapid deployment,remote control dispensing,1
rescue traction rope,unmanned plane rescue,1
remote control dispensing,rescue traction rope,1
remote control dispensing,unmanned plane rescue,1
slide track system,steel cable mechanism,1
electric traction motor,slide track system,1
slide track system,unmanned aerial vehicle,1
slide cart return,slide track system,1
electric traction motor,steel cable mechanism,1
steel cable mechanism,unmanned aerial vehicle,1
slide cart return,steel cable mechanism,1
electric traction motor,unmanned aerial vehicle,1
electric traction motor,slide cart return,1
slide cart return,unmanned aerial vehicle,1
automated storage,self-track-transfer,1
self-track-transfer,warehouse optimization,1
self-track-transfer,vertical conveyor,1
intelligent shuttle vehicle,self-track-transfer,1
automated storage,warehouse optimization,1
automated storage,vertical conveyor,1
automated storage,intelligent shuttle vehicle,1
vertical conveyor,warehouse optimization,1
intelligent shuttle vehicle,warehouse optimization,1
intelligent shuttle vehicle,vertical conveyor,1
ejector acceleration,sliding rail mechanism,1
ejector acceleration,magnetic ring interaction,1
UAV launch system,ejector acceleration,1
dual-stage propulsion,ejector acceleration,1
magnetic ring interaction,sliding rail mechanism,1
UAV launch system,sliding rail mechanism,1
dual-stage propulsion,sliding rail mechanism,1
UAV launch system,magnetic ring interaction,1
dual-stage propulsion,magnetic ring interaction,1
UAV launch system,dual-stage propulsion,1
iterative optimization,visual system integration,1
iterative optimization,panorama laser calibration,1
feature point extraction,iterative optimization,1
black card paper,iterative optimization,1
panorama laser calibration,visual system integration,1
feature point extraction,visual system integration,1
black card paper,visual system integration,1
feature point extraction,panorama laser calibration,1
black card paper,panorama laser calibration,1
black card paper,feature point extraction,1
inertial navigation data,sparse global adjustment,1
local feedback mechanism,sparse global adjustment,1
SIFT feature extraction,sparse global adjustment,1
aerial-photography stitching,sparse global adjustment,1
inertial navigation data,local feedback mechanism,1
SIFT feature extraction,inertial navigation data,1
aerial-photography stitching,inertial navigation data,1
SIFT feature extraction,local feedback mechanism,1
aerial-photography stitching,local feedback mechanism,1
SIFT feature extraction,aerial-photography stitching,1
binary tree method,state space division,1
binary tree method,control rate computation,1
binary tree method,convex sub-regions,1
binary tree method,quadratic programming,1
control rate computation,state space division,1
convex sub-regions,state space division,1
quadratic programming,state space division,1
control rate computation,convex sub-regions,1
control rate computation,quadratic programming,1
convex sub-regions,quadratic programming,1
paraboloid reflector,solar-thermal conversion,1
solar energy condenser,solar-thermal conversion,1
automatic tracking device,solar-thermal conversion,1
solar-thermal conversion,vacuum shell,1
paraboloid reflector,solar energy condenser,1
automatic tracking device,paraboloid reflector,1
paraboloid reflector,vacuum shell,1
automatic tracking device,solar energy condenser,1
solar energy condenser,vacuum shell,1
automatic tracking device,vacuum shell,1
automated inspection,infrared thermal imaging,1
automated inspection,photovoltaic assembly,1
automated inspection,heat spot detection,1
automated inspection,unmanned plane,1
infrared thermal imaging,photovoltaic assembly,1
heat spot detection,infrared thermal imaging,1
infrared thermal imaging,unmanned plane,1
heat spot detection,photovoltaic assembly,1
photovoltaic assembly,unmanned plane,1
heat spot detection,unmanned plane,1
powder recovery,rotating machine,1
automatic powder-adding,rotating machine,1
pin wheel transmission,rotating machine,1
powder tank,rotating machine,1
automatic powder-adding,powder recovery,1
pin wheel transmission,powder recovery,1
powder recovery,powder tank,1
automatic powder-adding,pin wheel transmission,1
automatic powder-adding,powder tank,1
pin wheel transmission,powder tank,1
brush mechanism,dual washing area,1
brush mechanism,lotus root cleaning,1
automatic washing,brush mechanism,1
brush mechanism,inclined net plate,1
dual washing area,lotus root cleaning,1
automatic washing,dual washing area,1
dual washing area,inclined net plate,1
automatic washing,lotus root cleaning,1
inclined net plate,lotus root cleaning,1
automatic washing,inclined net plate,1
signal receiver,vertical arrangement,1
lifting height detector,signal receiver,1
signal emitter,signal receiver,1
automatic detection,signal receiver,1
lifting height detector,vertical arrangement,1
signal emitter,vertical arrangement,1
automatic detection,vertical arrangement,1
lifting height detector,signal emitter,1
automatic detection,lifting height detector,1
automatic detection,signal emitter,1
UAV plant protection,agricultural drone,1
LED visibility enhancement,UAV plant protection,1
UAV plant protection,rotor wing arm,1
UAV plant protection,motorized rotor,1
LED visibility enhancement,agricultural drone,1
agricultural drone,rotor wing arm,1
agricultural drone,motorized rotor,1
LED visibility enhancement,rotor wing arm,1
LED visibility enhancement,motorized rotor,1
motorized rotor,rotor wing arm,1
extended flight duration,searchlight mechanism,1
searchlight mechanism,unmanned aerial vehicle,1
searchlight mechanism,wire reel,1
direct-current power supply,searchlight mechanism,1
extended flight duration,unmanned aerial vehicle,1
extended flight duration,wire reel,1
direct-current power supply,extended flight duration,1
unmanned aerial vehicle,wire reel,1
direct-current power supply,unmanned aerial vehicle,1
direct-current power supply,wire reel,1
hydraulic hybrid,mechanical brake,1
hydraulic hybrid,power diffluence,1
hydraulic hybrid,planetary gear train,1
fuel efficiency,hydraulic hybrid,1
mechanical brake,power diffluence,1
mechanical brake,planetary gear train,1
fuel efficiency,mechanical brake,1
planetary gear train,power diffluence,1
fuel efficiency,power diffluence,1
fuel efficiency,planetary gear train,1
satellite command control,titanium alloy tube,1
intelligent battle airship,titanium alloy tube,1
carbon fiber protection,titanium alloy tube,1
sea-sky patrol,titanium alloy tube,1
intelligent battle airship,satellite command control,1
carbon fiber protection,satellite command control,1
satellite command control,sea-sky patrol,1
carbon fiber protection,intelligent battle airship,1
intelligent battle airship,sea-sky patrol,1
carbon fiber protection,sea-sky patrol,1
H-shaped steel,reverse installation,1
adjustment plate,reverse installation,1
automatic welding track,reverse installation,1
reverse installation,tank construction,1
H-shaped steel,adjustment plate,1
H-shaped steel,automatic welding track,1
H-shaped steel,tank construction,1
adjustment plate,automatic welding track,1
adjustment plate,tank construction,1
automatic welding track,tank construction,1
bi-directional welding,workpiece rotation,1
bi-directional welding,welding efficiency,1
bi-directional welding,real-time seam sensing,1
bi-directional welding,submerged arc welding,1
welding efficiency,workpiece rotation,1
real-time seam sensing,workpiece rotation,1
submerged arc welding,workpiece rotation,1
real-time seam sensing,welding efficiency,1
submerged arc welding,welding efficiency,1
real-time seam sensing,submerged arc welding,1
UAV launch booster,mounting base adjustment,1
gravity sensor,mounting base adjustment,1
