source,target,weight,weighted_tie_strength,link_centrality,technical_distance,node_assortativity,common_neighbors_count,eigen_distance,pagerank_distance,clustering_distance,link_strength_category
actuating cylinder,pressure cylinder,1,92.83333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
landing gear,pressure cylinder,1,92.83333333333333,0.0,0.0,0,3,0.0,0.0,0.0,强链接
pressure cylinder,unmanned aerial vehicle,1,0.02462121212121212,0.0,0.5504133442892254,522,3,0.6470691726366213,0.010254510421168792,0.993916349809886,弱链接
actuating cylinder,landing gear,1,92.83333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
actuating cylinder,unmanned aerial vehicle,1,0.02462121212121212,0.0,0.5504133442892254,522,3,0.6470691726366213,0.010254510421168792,0.993916349809886,弱链接
landing gear,unmanned aerial vehicle,1,0.02462121212121212,0.0,0.5504133442892254,522,3,0.6470691726366213,0.010254510421168792,0.993916349809886,弱链接
lithium cell power,sleeper bolt lubrication,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic oiling system,sleeper bolt lubrication,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
hand-pushing trolley,sleeper bolt lubrication,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
hydraulic oil sprayer,sleeper bolt lubrication,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic oiling system,lithium cell power,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
hand-pushing trolley,lithium cell power,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
hydraulic oil sprayer,lithium cell power,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic oiling system,hand-pushing trolley,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic oiling system,hydraulic oil sprayer,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
hand-pushing trolley,hydraulic oil sprayer,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic change-over switch,manual override,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic change-over switch,bevel gear transmission,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic change-over switch,electromagnetic actuation,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic change-over switch,planetary gear locking,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
bevel gear transmission,manual override,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
electromagnetic actuation,manual override,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
manual override,planetary gear locking,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
bevel gear transmission,electromagnetic actuation,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
bevel gear transmission,planetary gear locking,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
electromagnetic actuation,planetary gear locking,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
PCB adapter plate,isosceles trapezoid housing,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
all-weather capability,isosceles trapezoid housing,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
high-energy-density battery,isosceles trapezoid housing,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
isosceles trapezoid housing,solar UAV power,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
PCB adapter plate,all-weather capability,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
PCB adapter plate,high-energy-density battery,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
PCB adapter plate,solar UAV power,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
all-weather capability,high-energy-density battery,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
all-weather capability,solar UAV power,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
high-energy-density battery,solar UAV power,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
anti-pulling strength,tantalum wire processing,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
stroke adjustment,tantalum wire processing,1,1.3,1.4378711684687504e-07,0.19050764737658812,4,3,9.530743489038517e-26,9.437070119295191e-05,0.5714285714285714,弱链接
beating mechanism,tantalum wire processing,1,2.8333333333333335,0.0,0.0,0,3,0.0,0.0,0.0,强链接
tantalum wire processing,unidirectional rotation,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
anti-pulling strength,stroke adjustment,1,1.3,0.0,0.19050764737658812,4,3,9.530743489038517e-26,9.437070119295191e-05,0.5714285714285714,弱链接
anti-pulling strength,beating mechanism,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
anti-pulling strength,unidirectional rotation,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
beating mechanism,stroke adjustment,1,1.3,0.0,0.19050764737658812,4,3,9.530743489038517e-26,9.437070119295191e-05,0.5714285714285714,弱链接
stroke adjustment,unidirectional rotation,1,1.3,1.4378711684687504e-07,0.19050764737658812,4,3,9.530743489038517e-26,9.437070119295191e-05,0.5714285714285714,弱链接
beating mechanism,unidirectional rotation,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
carton buckle,lifting device,1,9.3,0.0,0.19050236141422186,4,3,4.578556263093205e-06,7.39342578310913e-05,0.5714285714285714,强链接
automatic conveying,lifting device,1,1.7105263157894737,0.0005628170960502094,0.1107725241539179,24,3,4.301176700702743e-06,0.0005160362620114887,0.3317972350230415,弱链接
guiding plate,lifting device,1,9.3,0.0,0.19050236141422186,4,3,4.578556263093205e-06,7.39342578310913e-05,0.5714285714285714,强链接
lifting device,production efficiency,1,0.6612903225806451,0.0,0.12502129923193953,48,3,9.88862634014408e-05,0.0009390374064431065,0.374025974025974,弱链接
automatic conveying,carton buckle,1,2.0294117647058822,9.489949711893754e-07,0.30127201811700594,28,3,2.7737956239046214e-07,0.00058997051984258,0.9032258064516129,弱链接
carton buckle,guiding plate,1,16.166666666666668,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
carton buckle,production efficiency,1,0.7758620689655172,0.0,0.3155236606461614,52,3,0.000103464819664534,0.0010129716642741978,0.9454545454545454,弱链接
automatic conveying,guiding plate,1,2.0294117647058822,9.489949711893754e-07,0.30127201811700594,28,3,2.7737956239046214e-07,0.00058997051984258,0.9032258064516129,弱链接
automatic conveying,production efficiency,1,0.19767441860465115,0.0,0.014251642529155437,24,3,0.00010318744010214354,0.0004230011444316178,0.04222873900293255,弱链接
guiding plate,production efficiency,1,0.7758620689655172,0.0,0.3155236606461614,52,3,0.000103464819664534,0.0010129716642741978,0.9454545454545454,弱链接
hinge pin shaft,installation structure,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
installation structure,reactive force compensation,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
compression oil cylinder,installation structure,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
elastic bracket,installation structure,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
hinge pin shaft,reactive force compensation,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
compression oil cylinder,hinge pin shaft,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
elastic bracket,hinge pin shaft,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
compression oil cylinder,reactive force compensation,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
elastic bracket,reactive force compensation,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
compression oil cylinder,elastic bracket,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
aerial survey UAV,inverted-T tail,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
inverted-T tail,light wooden structure,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
crash protection,inverted-T tail,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
inverted-T tail,streamlined design,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
aerial survey UAV,light wooden structure,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
aerial survey UAV,crash protection,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
aerial survey UAV,streamlined design,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
crash protection,light wooden structure,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
light wooden structure,streamlined design,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
crash protection,streamlined design,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
guide clamping,steam cylinder,1,5.666666666666667,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic rotation,steam cylinder,1,1.105263157894737,0.00012164390085245627,0.26482208698318244,13,3,0.00010690232289577591,0.00024171156782790376,0.7941176470588236,弱链接
height adjustment,steam cylinder,1,1.8571428571428572,0.0,0.24247929726427675,8,3,7.555645621546589e-08,0.00016508896364679087,0.7272727272727273,弱链接
plasma cutting,steam cylinder,1,5.666666666666667,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic rotation,guide clamping,1,1.105263157894737,0.00012164390085245627,0.26482208698318244,13,3,0.00010690232289577591,0.00024171156782790376,0.7941176470588236,弱链接
guide clamping,height adjustment,1,1.8571428571428572,4.888761972793752e-07,0.24247929726427675,8,3,7.555645621546589e-08,0.00016508896364679087,0.7272727272727273,弱链接
guide clamping,plasma cutting,1,5.666666666666667,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic rotation,height adjustment,1,0.48148148148148145,0.002067946314491757,0.02234278971890564,5,3,0.00010682676643956044,7.66226041811129e-05,0.06684491978609625,弱链接
automatic rotation,plasma cutting,1,1.105263157894737,0.00012164390085245627,0.26482208698318244,13,3,0.00010690232289577591,0.00024171156782790376,0.7941176470588236,弱链接
height adjustment,plasma cutting,1,1.8571428571428572,4.888761972793752e-07,0.24247929726427675,8,3,7.555645621546589e-08,0.00016508896364679087,0.7272727272727273,弱链接
drive idler wheel,driven idler wheel,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic soldering,driven idler wheel,1,1.3,0.0,0.19050764737658812,4,3,9.53074348903852e-26,9.437070119295191e-05,0.5714285714285714,弱链接
driven idler wheel,wire feeding mechanism,1,2.8333333333333335,2.875742336937501e-08,4.517509052022935e-21,0,3,0.0,1.3552527156068805e-20,0.0,强链接
driven idler wheel,oval hole design,1,2.8333333333333335,2.875742336937501e-08,4.517509052022935e-21,0,3,0.0,1.3552527156068805e-20,0.0,强链接
automatic soldering,drive idler wheel,1,1.3,0.0,0.19050764737658812,4,3,9.53074348903852e-26,9.437070119295191e-05,0.5714285714285714,弱链接
drive idler wheel,wire feeding mechanism,1,2.8333333333333335,2.875742336937501e-08,4.517509052022935e-21,0,3,0.0,1.3552527156068805e-20,0.0,强链接
drive idler wheel,oval hole design,1,2.8333333333333335,2.875742336937501e-08,4.517509052022935e-21,0,3,0.0,1.3552527156068805e-20,0.0,强链接
automatic soldering,wire feeding mechanism,1,1.3,1.4378711684687504e-07,0.19050764737658812,4,3,9.53074348903852e-26,9.43707011929519e-05,0.5714285714285714,弱链接
automatic soldering,oval hole design,1,1.3,1.4378711684687504e-07,0.19050764737658812,4,3,9.53074348903852e-26,9.43707011929519e-05,0.5714285714285714,弱链接
oval hole design,wire feeding mechanism,1,2.8333333333333335,0.0,0.0,0,3,0.0,0.0,0.0,强链接
floating ball,tilting kettle,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic exhaust,tilting kettle,1,2.8333333333333335,0.0,0.0,0,3,0.0,0.0,0.0,强链接
hook mechanism,tilting kettle,1,1.3,0.0001221040196263663,0.19050637971747741,4,3,9.54804193055412e-06,8.101968193028586e-05,0.5714285714285714,弱链接
pressure relief,tilting kettle,1,2.8333333333333335,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic exhaust,floating ball,1,2.8333333333333335,0.0,0.0,0,3,0.0,0.0,0.0,强链接
floating ball,hook mechanism,1,1.3,0.0,0.19050637971747741,4,3,9.54804193055412e-06,8.101968193028586e-05,0.5714285714285714,弱链接
floating ball,pressure relief,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic exhaust,hook mechanism,1,1.3,0.0,0.19050637971747741,4,3,9.54804193055412e-06,8.101968193028586e-05,0.5714285714285714,弱链接
automatic exhaust,pressure relief,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
hook mechanism,pressure relief,1,1.3,0.0001221040196263663,0.19050637971747741,4,3,9.54804193055412e-06,8.101968193028586e-05,0.5714285714285714,弱链接
gradient adjustment,precise positioning,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
concave surface,gradient adjustment,1,2.8333333333333335,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic balance,gradient adjustment,1,1.3,2.588168103243751e-07,0.19050553576790144,4,3,7.181018114176692e-25,8.80358751329015e-05,0.5714285714285714,弱链接
gradient adjustment,three-dimensional arc,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
concave surface,precise positioning,1,2.8333333333333335,0.0,0.0,0,3,0.0,0.0,0.0,强链接
automatic balance,precise positioning,1,1.3,2.588168103243751e-07,0.19050553576790144,4,3,7.181018114176692e-25,8.80358751329015e-05,0.5714285714285714,弱链接
precise positioning,three-dimensional arc,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic balance,concave surface,1,1.3,2.588168103243751e-07,0.19050553576790144,4,3,7.181018114176692e-25,8.80358751329015e-05,0.5714285714285714,弱链接
concave surface,three-dimensional arc,1,2.8333333333333335,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automatic balance,three-dimensional arc,1,1.3,2.588168103243751e-07,0.19050553576790144,4,3,7.181018114176692e-25,8.80358751329015e-05,0.5714285714285714,弱链接
deflector control,laser information system,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
laser information system,resonance amplification,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
aircraft image processing,laser information system,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
laser information system,optoelectronic tracking,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
deflector control,resonance amplification,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
aircraft image processing,deflector control,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
deflector control,optoelectronic tracking,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
aircraft image processing,resonance amplification,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
optoelectronic tracking,resonance amplification,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
aircraft image processing,optoelectronic tracking,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
autonomous lifting module,electric ducted fans,1,6.833333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
autonomous lifting module,inertial navigation,1,1.6111111111111112,0.0,0.26680160410402864,12,3,0.00016149393371838535,0.00024331837836747745,0.8,弱链接
autonomous lifting module,energy storage system,1,6.833333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
autonomous lifting module,microcomputer control,1,1.1363636363636365,0.0,0.29115720767771563,16,3,0.031056682002991533,0.0003096778722607172,0.8421052631578947,弱链接
electric ducted fans,inertial navigation,1,1.6111111111111112,0.0,0.26680160410402864,12,3,0.00016149393371838535,0.00024331837836747745,0.8,弱链接
electric ducted fans,energy storage system,1,6.833333333333333,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
electric ducted fans,microcomputer control,1,1.1363636363636365,0.0,0.29115720767771563,16,3,0.031056682002991533,0.0003096778722607172,0.8421052631578947,弱链接
energy storage system,inertial navigation,1,1.6111111111111112,0.0,0.26680160410402864,12,3,0.00016149393371838535,0.00024331837836747745,0.8,弱链接
inertial navigation,microcomputer control,1,0.38235294117647056,0.001006968969665074,0.024355603573687046,4,3,0.030895188069273147,6.635949389323977e-05,0.04210526315789476,弱链接
energy storage system,microcomputer control,1,1.1363636363636365,0.0,0.29115720767771563,16,3,0.031056682002991533,0.0003096778722607172,0.8421052631578947,弱链接
line-of-sight range,projectile trajectory,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
laser rangefinder,projectile trajectory,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
hold over adjustment,projectile trajectory,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
ballistic compensation,projectile trajectory,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
laser rangefinder,line-of-sight range,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
hold over adjustment,line-of-sight range,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
ballistic compensation,line-of-sight range,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
hold over adjustment,laser rangefinder,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
ballistic compensation,laser rangefinder,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
ballistic compensation,hold over adjustment,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
rotary element coupling,speed modulation,1,34.77777777777778,0.0,0.14297273312274372,3,3,0.0002939511030724633,5.2819693730081556e-05,0.4285714285714286,强链接
automatic transmission,rotary element coupling,1,0.8389261744966443,7.244079883324405e-05,0.3280684230024866,143,3,0.009593354388673767,0.0028478665337986746,0.9717640480849874,弱链接
planetary gear mechanism,rotary element coupling,1,2.488095238095238,6.29149348267115e-05,0.3184950532625007,78,3,0.008133314260589747,0.0015523875323324697,0.94579945799458,强链接
clutch configuration,rotary element coupling,1,52.833333333333336,0.0,0.0,0,3,0.0,0.0,0.0,强链接
planetary gear mechanism,speed modulation,1,2.3563218390804597,0.0003253198047399665,0.17552232013975702,75,3,0.007839363157517282,0.0014995678386023883,0.5172280294231514,强链接
clutch configuration,speed modulation,1,34.77777777777778,0.0,0.14297273312274372,3,3,0.0002939511030724633,5.2819693730081556e-05,0.4285714285714286,强链接
automatic transmission,clutch configuration,1,0.8389261744966443,7.244079883324405e-05,0.3280684230024866,143,3,0.009593354388673767,0.0028478665337986746,0.9717640480849874,弱链接
clutch configuration,planetary gear mechanism,1,2.488095238095238,0.0,0.3184950532625007,78,3,0.008133314260589747,0.0015523875323324697,0.94579945799458,强链接
communication channel,digital display,1,93.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
communication channel,launch control test,1,93.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
communication channel,unmanned aerial vehicle,1,0.032196969696969696,0.0,0.5504106070288102,522,3,0.647058726639562,0.010256744636982411,0.993916349809886,弱链接
abnormality detection,communication channel,1,55.7,1.4378711684687504e-07,0.1905815990466105,4,3,0.0002265723831424843,8.965332811760225e-05,0.5714285714285714,强链接
digital display,launch control test,1,93.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
digital display,unmanned aerial vehicle,1,0.032196969696969696,0.0,0.5504106070288102,522,3,0.647058726639562,0.010256744636982411,0.993916349809886,弱链接
abnormality detection,digital display,1,55.7,1.4378711684687504e-07,0.1905815990466105,4,3,0.0002265723831424843,8.965332811760225e-05,0.5714285714285714,强链接
launch control test,unmanned aerial vehicle,1,0.032196969696969696,0.0,0.5504106070288102,522,3,0.647058726639562,0.010256744636982411,0.993916349809886,弱链接
abnormality detection,launch control test,1,55.7,1.4378711684687504e-07,0.1905815990466105,4,3,0.0002265723831424843,8.965332811760225e-05,0.5714285714285714,强链接
abnormality detection,unmanned aerial vehicle,1,0.02443609022556391,0.0,0.3598290079821996,518,3,0.6468321542564195,0.01016709130886481,0.42248777838131446,弱链接
convex-concave curve,emergency separation,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
convex-concave curve,fuselage design,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
autonomous landing,convex-concave curve,1,0.9285714285714286,2.588168103243751e-07,0.24248482608426755,8,3,5.090029873151412e-24,0.0001817509800753148,0.7272727272727273,弱链接
convex-concave curve,thermal isolation,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
emergency separation,fuselage design,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
autonomous landing,emergency separation,1,0.9285714285714286,2.588168103243751e-07,0.24248482608426755,8,3,5.090029873151412e-24,0.0001817509800753148,0.7272727272727273,弱链接
emergency separation,thermal isolation,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
autonomous landing,fuselage design,1,0.9285714285714286,2.588168103243751e-07,0.24248482608426755,8,3,5.090029873151412e-24,0.0001817509800753148,0.7272727272727273,弱链接
fuselage design,thermal isolation,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
autonomous landing,thermal isolation,1,0.9285714285714286,2.588168103243751e-07,0.24248482608426755,8,3,5.090029873151412e-24,0.0001817509800753148,0.7272727272727273,弱链接
advanced mechanization,gasoline engine,1,10.1,0.0,0.19050312103463485,4,3,2.8300585955846544e-06,7.796161673755985e-05,0.5714285714285714,强链接
T-shaped fin,gasoline engine,1,10.1,0.0,0.19050312103463485,4,3,2.8300585955846544e-06,7.796161673755985e-05,0.5714285714285714,强链接
aerodynamic scheme,gasoline engine,1,10.1,0.0,0.19050312103463485,4,3,2.8300585955846544e-06,7.796161673755985e-05,0.5714285714285714,强链接
gasoline engine,unmanned aircraft,1,0.13978494623655913,0.0,0.13400600050933226,79,3,0.008024171992565856,0.0015090088228636338,0.3924848207125673,弱链接
T-shaped fin,advanced mechanization,1,17.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
advanced mechanization,aerodynamic scheme,1,17.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
advanced mechanization,unmanned aircraft,1,0.19101123595505617,0.0,0.3245091215439671,83,3,0.00802700205116144,0.0015869704396011936,0.9639133921411387,弱链接
T-shaped fin,aerodynamic scheme,1,17.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
T-shaped fin,unmanned aircraft,1,0.19101123595505617,0.0,0.3245091215439671,83,3,0.00802700205116144,0.0015869704396011936,0.9639133921411387,弱链接
aerodynamic scheme,unmanned aircraft,1,0.19101123595505617,0.0,0.3245091215439671,83,3,0.00802700205116144,0.0015869704396011936,0.9639133921411387,弱链接
hybrid V/STOL,oil-electric propulsion,1,56.1,5.777192067493088e-07,0.19061198372449695,4,3,0.0003287310768237614,7.864866809566996e-05,0.5714285714285714,强链接
aerodynamic configuration,oil-electric propulsion,1,39.785714285714285,2.888596033746529e-06,3.723299226858243e-05,0,3,0.00010204898368058185,9.64999312516544e-06,0.0,强链接
oil-electric propulsion,unmanned aerial vehicle,1,0.03195488721804511,0.0,0.35979449044015804,518,3,0.6467148334129886,0.010180859526171234,0.42248777838131446,弱链接
ducted fan lift,oil-electric propulsion,1,56.1,0.0,0.19061198372449695,4,3,0.0003287310768237614,7.864866809566997e-05,0.5714285714285714,强链接
aerodynamic configuration,hybrid V/STOL,1,56.1,1.4378711684687504e-07,0.19058118406097846,4,3,0.00022668209314317955,8.82986612208354e-05,0.5714285714285714,强链接
hybrid V/STOL,unmanned aerial vehicle,1,0.03977272727272727,0.0,0.5504064741646552,522,3,0.6470435644898124,0.010259508194266905,0.993916349809886,弱链接
ducted fan lift,hybrid V/STOL,1,94.16666666666667,0.0,4.517509052022935e-21,0,3,0.0,1.3552527156068805e-20,0.0,强链接
aerodynamic configuration,unmanned aerial vehicle,1,0.03195488721804511,0.0,0.35982529010367664,518,3,0.6468168823966692,0.01017120953304607,0.42248777838131446,弱链接
aerodynamic configuration,ducted fan lift,1,56.1,1.4378711684687504e-07,0.19058118406097846,4,3,0.00022668209314317955,8.829866122083541e-05,0.5714285714285714,强链接
ducted fan lift,unmanned aerial vehicle,1,0.03977272727272727,0.0,0.5504064741646552,522,3,0.6470435644898124,0.010259508194266905,0.993916349809886,弱链接
automated assembly,sliding rail integration,1,0.9285714285714286,0.0001221040196263663,0.24248276558864965,8,3,3.6890584158110467e-06,0.00017188043480583564,0.7272727272727273,弱链接
precise orientation,sliding rail integration,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
curvilinear guide rail,sliding rail integration,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
sliding rail integration,valve ball positioning,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
automated assembly,precise orientation,1,0.9285714285714286,0.0001221040196263663,0.24248276558864965,8,3,3.6890584158110467e-06,0.00017188043480583564,0.7272727272727273,弱链接
automated assembly,curvilinear guide rail,1,0.9285714285714286,0.0001221040196263663,0.24248276558864965,8,3,3.6890584158110467e-06,0.00017188043480583564,0.7272727272727273,弱链接
automated assembly,valve ball positioning,1,0.9285714285714286,0.0001221040196263663,0.24248276558864965,8,3,3.6890584158110467e-06,0.00017188043480583564,0.7272727272727273,弱链接
curvilinear guide rail,precise orientation,1,3.5,0.0,0.0,0,3,0.0,0.0,0.0,强链接
precise orientation,valve ball positioning,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
curvilinear guide rail,valve ball positioning,1,3.5,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
horizontal-axis turbine,staggered rotor,1,2.1666666666666665,2.875742336937501e-08,0.0,0,3,0.0,0.0,0.0,强链接
dual-wind-wheel,staggered rotor,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
high lift blade,staggered rotor,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
resistance-type tail edge,staggered rotor,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
dual-wind-wheel,horizontal-axis turbine,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
high lift blade,horizontal-axis turbine,1,2.1666666666666665,0.0,0.0,0,3,0.0,0.0,0.0,强链接
